build,set,gameId,label,side,verdict,source,reason,n,nodes,fen
engine_4x.js,chasolver-positions,chasolver-positions:800,--,w,BT,H,horizon,0,182,k1bK4/1p1p4/1P1Pp3/1p2Pp2/1p3P2/1P1p1P2/3P1P2/8 w - -
engine_4x.js,chasolver-positions,chasolver-positions:801,--,w,BT,H,horizon,0,182,k1bK4/1p1p4/1P1Pp3/4Pp2/1p3P2/1P1p1P2/3P1P2/8 w - -
engine_4x.js,chasolver-positions,chasolver-positions:803,--,w,BT,H,horizon,0,171,k1bK4/1p1p4/1P1Pp3/1p2Pp2/1P1p1P2/3P1P2/5P2/8 w - -
engine_4x.js,chasolver-positions,chasolver-positions:804,--,w,BT,H,horizon,0,171,k1bK4/1p1p4/1P1Pp3/1p2Pp2/1p1p1P2/1P1P1P2/5P2/8 w - -
engine_4x.js,chasolver-positions,chasolver-positions:808,--,w,BT,H,horizon,0,224,8/8/4k1p1/5pP1/4pP1B/3pP1B1/3P1B1B/4B1BK w - -
engine_4x.js,chasolver-positions,chasolver-positions:811,--,w,BT,H,horizon,0,170,5k2/6p1/5pP1/4pP1B/3pP1B1/2pP1B1B/2P1B1B1/3B1BKB w - -
engine_4x.js,chasolver-positions,chasolver-positions:813,--,w,BT,H,horizon,0,194,2Bk4/2pPp3/2P1Pb2/8/8/6p1/6Pp/7K w - -
engine_4x.js,chasolver-positions,chasolver-positions:815,--,w,BT,H,horizon,0,192,2Bk1b2/2p1pPp1/1pP1P1P1/1P4Pp/7P/8/8/7K w - -
engine_4x.js,chasolver-positions,chasolver-positions:823,--,b,WT,H,horizon,0,156,k7/8/8/2p1p3/2PbP3/2pBp3/2P1P3/5K2 b - -
engine_4x.js,chasolver-positions,chasolver-positions:824,--,b,WT,H,horizon,0,142,k7/8/2p1p3/2PbP3/2pBp3/2P1P3/8/5K2 b - -
engine_4x.js,chasolver-positions,chasolver-positions:825,--,b,WT,H,horizon,0,134,k7/8/3p1p2/3PbP2/3pBp2/3P1P2/8/5K2 b - -
engine_4x.js,chasolver-positions,chasolver-positions:826,--,b,WT,H,horizon,0,132,4k3/8/3p1p2/3PbP2/3pBp2/3P1P2/8/4K3 b - -
engine_4x.js,chasolver-positions,chasolver-positions:827,--,b,WT,H,horizon,0,130,4K3/8/3p1p2/3PbP2/3pBp2/3P1P2/8/4k3 b - -
engine_4x.js,chasolver-positions,chasolver-positions:829,--,b,WT,H,horizon,0,129,1k6/8/3p1p2/3PbP2/2KpBp2/3P1P2/2B5/8 b - -
engine_4x.js,chasolver-positions,chasolver-positions:830,--,b,WT,H,horizon,0,199,k1b5/1p1pB3/1P1P4/2K5/8/8/8/8 b - -
engine_4x.js,chasolver-positions,chasolver-positions:831,--,b,WT,H,horizon,0,199,k1b5/1p1p4/1P1P4/2K5/8/8/8/8 b - -
engine_4x.js,chasolver-positions,chasolver-positions:832,--,b,WT,H,horizon,0,150,k1b2K2/1p1pB3/1P1P4/8/8/8/8/8 b - -
engine_4x.js,chasolver-positions,chasolver-positions:833,--,b,WT,H,horizon,0,202,k1b5/1p1pB3/1P1P4/K7/8/8/8/8 b - -
engine_4x.js,chasolver-positions,chasolver-positions:835,--,b,WT,H,horizon,0,194,8/8/1k6/p1p5/PbP5/pBp5/P1P5/1K6 b - -
engine_4x.js,chasolver-positions,chasolver-positions:836,--,w,BT,H,horizon,0,131,4k3/8/3p1p2/3PbP2/3pBp2/3P1P2/8/4K3 w - -
engine_4x.js,chasolver-positions,chasolver-positions:841,--,w,BT,H,horizon,0,166,2b1bk1B/1p1b1p1p/1Pp1pP1P/2P1P3/8/8/8/5K2 w - -
engine_4x.js,chasolver-positions,chasolver-positions:843,--,w,BT,H,horizon,0,204,2b1bk1B/1p3p1p/1Pp1pP1P/2P1P3/8/7K/8/8 w - -
engine_4x.js,chasolver-positions,chasolver-positions:851,--,w,BT,H,horizon,0,152,2B1B1B1/pBpBpBpB/P1P1P1P1/4k3/8/8/4K3/8 w - -
engine_4x.js,chasolver-positions,chasolver-positions:852,--,w,BT,H,horizon,0,129,3k4/2p1p3/2PbP3/2pBp3/2P1P3/3K4/8/8 w - -
engine_4x.js,chasolver-positions,chasolver-positions:853,--,w,BT,H,horizon,0,185,n2k4/2p1p3/1pPbP3/1PpBp3/2P1P3/3K4/8/8 w - -
engine_4x.js,chasolver-positions,chasolver-positions:854,--,w,BT,H,horizon,0,155,8/k7/1p6/bP6/Bp6/1P6/K7/8 w - -
engine_4x.js,chasolver-positions,chasolver-positions:856,--,w,BT,H,horizon,0,201,8/k7/8/1p6/bP6/Bp6/1P6/1K6 w - -
engine_4x.js,chasolver-positions,chasolver-positions:857,--,w,BT,H,horizon,0,174,k7/8/1p6/bP6/Bp6/1P6/8/1K6 w - -
engine_4x.js,chasolver-positions,chasolver-positions:858,--,w,BT,H,horizon,0,174,1k6/8/1p6/bP6/Bp6/1P6/8/1K6 w - -
engine_4x.js,chasolver-positions,chasolver-positions:888,--,w,BT,H,horizon,0,211,k7/1p6/pPp5/2p1p3/P1P1P1p1/6P1/8/3K4 w - -
engine_4x.js,chasolver-positions,chasolver-positions:889,--,w,BT,H,horizon,0,132,k7/1p6/bP6/Bp6/1P6/8/8/K7 w - -
engine_4x.js,chasolver-positions,chasolver-positions:890,--,w,BT,H,horizon,0,194,k7/1p6/bP6/Bp6/1P6/4p1p1/4P1P1/5BK1 w - -
engine_4x.js,chasolver-positions,chasolver-positions:891,--,w,BT,H,horizon,0,191,k7/1p6/bP6/Bp6/1P6/K7/8/8 w - -
engine_4x.js,chasolver-positions,chasolver-positions:896,--,w,BT,H,horizon,0,158,k6n/1p3p2/bP3Pp1/Bp2p1P1/1P1pP1p1/3P1pP1/5P2/6KN w - -
engine_4x.js,chasolver-positions,chasolver-positions:899,--,w,BT,H,horizon,0,181,1nk5/1p1p2p1/bPpP2P1/BpP5/1P6/8/8/7K w - -
engine_4x.js,chasolver-positions,chasolver-positions:900,--,w,BT,H,horizon,0,181,1nk5/1p1p1p2/bPpPbP2/BpPpBp2/1P1P1P2/8/8/7K w - -
engine_4x.js,chasolver-positions,chasolver-positions:901,--,w,BT,H,horizon,0,181,1nk5/1p1p1p2/bPbPbP2/BpPpBp2/1P1P1P2/8/8/7K w - -
engine_4x.js,chasolver-positions,chasolver-positions:903,--,w,BT,H,horizon,0,179,1nb1k3/1p1p4/bPbPp3/BpPpPp1p/1P1P1P1P/8/8/7K w - -
engine_4x.js,chasolver-positions,chasolver-positions:906,--,w,BT,H,horizon,0,181,qnbk4/pb1p2p1/p1pP2P1/PpP5/1P6/8/8/7K w - -
engine_4x.js,chasolver-positions,chasolver-positions:907,--,w,BT,H,horizon,0,181,qrbk4/pb1p2p1/p1pP2P1/PpP5/1P6/8/8/7K w - -
engine_4x.js,chasolver-positions,chasolver-positions:909,--,w,BT,H,horizon,0,197,qrbk4/pb1p2p1/p1pP2P1/P1P5/1K6/8/8/8 w - -
engine_4x.js,chasolver-positions,chasolver-positions:911,--,w,BT,H,horizon,0,178,qrbk4/pb1p4/p1pP4/PpP5/pBp5/P1P5/3K4/8 w - -
engine_4x.js,chasolver-positions,chasolver-positions:912,--,w,BT,H,horizon,0,255,8/6p1/6P1/6P1/6PK/6PP/8/6k1 w - -
engine_4x.js,chasolver-positions,chasolver-positions:913,--,w,BT,H,horizon,0,243,8/8/6p1/6P1/6PK/6P1/6PP/6k1 w - -
engine_4x.js,chasolver-positions,chasolver-positions:914,--,w,BT,H,horizon,0,237,6k1/8/6p1/6P1/6PK/6P1/6PP/8 w - -
engine_4x.js,chasolver-positions,chasolver-positions:915,--,w,BT,H,horizon,0,235,6k1/6p1/6P1/6P1/6PK/6PP/8/8 w - -
engine_4x.js,chasolver-positions,chasolver-positions:916,--,w,BT,H,horizon,0,235,6k1/6p1/6P1/6PK/6P1/6PP/8/8 w - -
engine_4x.js,chasolver-positions,chasolver-positions:917,--,w,BT,H,horizon,0,206,8/1p6/kPp5/2P5/1pP5/1P1K4/8/8 w - -
engine_4x.js,chasolver-positions,chasolver-positions:918,--,w,BT,H,horizon,0,227,8/k7/1p6/1P6/1P6/KP6/PP6/8 w - -
engine_4x.js,chasolver-positions,chasolver-positions:922,--,w,BT,H,horizon,0,203,8/8/8/5k2/p1p1p3/P1PpPp1p/PB1P1P1P/QRBNK3 w - -
engine_4x.js,chasolver-positions,chasolver-positions:923,--,w,BT,H,horizon,0,200,8/8/8/5k2/p1p1p2p/P1PpPp1P/PB1P1P2/QRBNK3 w - -
engine_4x.js,chasolver-positions,chasolver-positions:924,--,w,BT,H,horizon,0,209,8/8/5k2/6p1/p1p1p1P1/P1PpPp2/PB1P1P2/QRBNK3 w - -
engine_4x.js,chasolver-positions,chasolver-positions:925,--,w,BT,H,horizon,0,204,8/5k2/8/6p1/p1p1p1P1/P1PpPp2/PB1P1P2/QRBNK3 w - -
engine_4x.js,chasolver-positions,chasolver-positions:929,--,w,BT,H,horizon,0,212,8/8/6p1/2k2pP1/p1p1pP2/P1PpP3/PB1P1K2/RRB5 w - -
engine_4x.js,chasolver-positions,chasolver-positions:930,--,w,BT,H,horizon,0,212,8/8/6p1/2k2pP1/p1p1pP2/P1PpP3/PB1P1K2/QRB5 w - -
engine_4x.js,chasolver-positions,chasolver-positions:933,--,w,BT,H,horizon,0,201,Bk2b3/1P1p4/1P1Pp3/2K1Pp2/5Pp1/6Pp/7P/8 w - -
engine_4x.js,chasolver-positions,chasolver-positions:934,--,w,BT,H,horizon,0,201,1k2b3/1P1p4/BP1Pp3/1PK1Pp2/5Pp1/6Pp/7P/8 w - -
engine_4x.js,chasolver-positions,chasolver-positions:937,--,w,BT,H,horizon,0,273,Bk3b2/1P2p3/1P1pPp2/1p1P1Pp1/1P4P1/8/6K1/8 w - -
engine_4x.js,chasolver-positions,chasolver-positions:938,--,w,BT,H,horizon,0,210,Bk3b2/1P2p3/1Pp1Pp2/2Pp1Pp1/3P2P1/8/6K1/8 w - -
engine_4x.js,chasolver-positions,chasolver-positions:950,--,w,BT,H,horizon,0,177,N1b1k1N1/1pPpPp1p/1P1P1P1P/8/8/8/8/1b4K1 w - -
engine_4x.js,chasolver-positions,chasolver-positions:951,--,w,BT,H,horizon,0,134,N1b1N1N1/1pPpPpPp/1P1P1P1P/8/8/8/8/kb4K1 w - -
engine_4x.js,chasolver-positions,chasolver-positions:952,--,w,BT,H,horizon,0,155,N1b1N1N1/1pPpPpPp/1P1P1P1P/8/8/8/8/k5K1 w - -
engine_4x.js,chasolver-positions,chasolver-positions:954,--,w,BT,H,horizon,0,133,N1b1N1N1/1pPpPpPp/1P1P1P1P/8/8/8/8/k3B1K1 w - -
engine_4x.js,chasolver-positions,chasolver-positions:960,--,w,BT,H,horizon,0,198,N1b5/1pPp4/1P1p1k2/3p4/3p4/3Pp1p1/4PpP1/K4B1n w - -
engine_4x.js,chasolver-positions,chasolver-positions:961,--,w,BT,H,horizon,0,198,N1b5/1pPp4/1P1p1k2/3p4/3P4/3Pp1p1/4PpP1/K4B1n w - -
engine_4x.js,chasolver-positions,chasolver-positions:971,--,w,BT,H,horizon,0,192,1kb4K/1p1p4/1P1P4/8/8/8/8/8 w - -
engine_4x.js,chasolver-positions,chasolver-positions:972,--,w,BT,H,horizon,0,216,1kb5/1p1p4/1P1P4/6p1/6Pb/6p1/6P1/7K w - -
engine_4x.js,chasolver-positions,chasolver-positions:973,--,w,BT,H,horizon,0,216,1kb5/1p1p4/1P1P2p1/6p1/6Pb/6p1/6P1/7K w - -
engine_4x.js,chasolver-positions,chasolver-positions:974,--,w,BT,H,horizon,0,216,1kb5/1p1p2p1/1P1P2p1/6p1/6Pb/6p1/6P1/7K w - -
engine_4x.js,chasolver-positions,chasolver-positions:980,--,w,BT,H,horizon,0,200,3k4/8/8/8/1p6/1Pp1p1p1/2P1P1P1/1B3BRK w - -
engine_4x.js,chasolver-positions,chasolver-positions:982,--,w,BT,H,horizon,0,204,8/8/3k4/8/1p1p4/1P1Pp1p1/4P1P1/1B3BRK w - -
engine_4x.js,chasolver-positions,chasolver-positions:987,--,w,BT,H,horizon,0,146,8/8/3k4/2p1p3/1pP1P3/1P2p1p1/B3P1P1/1B1B1BRK w - -
engine_4x.js,chasolver-positions,chasolver-positions:989,--,w,BT,H,horizon,0,167,3k4/2p1p3/2P1P3/2pBp3/2P1P3/3Bp1p1/4P1P1/5BRK w - -
engine_4x.js,chasolver-positions,chasolver-positions:993,--,w,BT,H,horizon,0,185,k1b5/1p1p4/1P1P4/B7/8/8/8/K7 w - -
engine_4x.js,chasolver-positions,chasolver-positions:994,--,w,BT,H,horizon,0,156,k1b5/1p1p4/1P1P4/B7/8/2B5/8/K7 w - -
engine_4x.js,chasolver-positions,chasolver-positions:1004,--,b,WT,H,horizon,0,212,8/1p6/kPp5/2P5/1pP5/1P6/3K4/8 b - -
engine_4x.js,chasolver-positions,chasolver-positions:1005,--,b,WT,H,horizon,0,220,8/1p6/1p6/kPp5/2P5/1pP5/1P1K4/8 b - -
engine_4x.js,chasolver-positions,chasolver-positions:1006,--,b,WT,H,horizon,0,218,8/8/1p6/kPp5/2P5/1pP5/1P1K4/8 b - -
engine_4x.js,chasolver-positions,chasolver-positions:1007,--,b,WT,H,horizon,0,206,8/1p6/kPp5/2P5/p1P5/P7/3K4/8 b - -
engine_4x.js,chasolver-positions,chasolver-positions:1008,--,b,WT,H,horizon,0,215,8/1p6/kPp5/2P5/p1P5/P7/P2K4/8 b - -
engine_4x.js,chasolver-positions,chasolver-positions:1009,--,b,WT,H,horizon,0,206,8/1p6/kPp5/p1P5/2P5/P7/3K4/8 b - -
engine_4x.js,chasolver-positions,chasolver-positions:1010,--,w,BT,H,horizon,0,210,8/1p6/kPp5/p1P5/2P5/P7/3K4/8 w - -
engine_4x.js,chasolver-positions,chasolver-positions:1011,--,w,BT,H,horizon,0,212,8/1p6/kPp5/p1P5/2P5/PK6/8/8 w - -
engine_4x.js,chasolver-positions,chasolver-positions:1012,--,w,BT,H,horizon,0,209,8/8/1p6/kPp5/p1P5/2P5/PK6/8 w - -
engine_4x.js,chasolver-positions,chasolver-positions:1027,-B,b,WT,H,horizon,0,125,3k4/4b3/8/p1pBp1p1/P1PbP1P1/5B2/8/1B1K4 b - -
engine_4x.js,chasolver-positions,chasolver-positions:1028,--,b,WT,H,horizon,0,125,3k4/4b3/8/p1pBp1p1/P1PbP1P1/8/8/1B1K4 b - -
engine_4x.js,chasolver-positions,chasolver-positions:1032,--,b,WT,H,horizon,0,134,4K3/2p1p3/2PbP3/2pBp3/2PbP3/2pBp3/2PbP3/4k3 b - -
engine_4x.js,chasolver-positions,chasolver-positions:1033,--,b,WT,H,horizon,0,175,4K3/2p1p3/2PbP3/2pBp3/2PbP3/2pBp3/2P1P3/4k3 b - -
engine_4x.js,chasolver-positions,chasolver-positions:1034,--,b,WT,H,horizon,0,177,8/2pKp3/2PbP3/2pBp3/2PbP3/2pBp3/2PkP3/8 b - -
engine_4x.js,chasolver-positions,chasolver-positions:1040,--,w,BT,H,horizon,0,150,4k3/8/3p1p2/3PbP2/3pBp2/3P1P2/4B3/4K3 w - -
engine_4x.js,chasolver-positions,chasolver-positions:1041,--,w,BT,H,horizon,0,129,k7/2K5/3p1p2/3PbP2/3pBp2/3P1P2/4B3/8 w - -
engine_4x.js,chasolver-positions,chasolver-positions:1042,--,w,BT,H,horizon,0,133,k7/3B4/K2p1p2/3PbP2/3pBp2/3P1P2/8/8 w - -
engine_4x.js,chasolver-positions,chasolver-positions:1051,--,w,BT,H,horizon,0,178,4k3/8/8/1p4p1/1P1p1pP1/BP1P1P2/BP1P4/R1B2K2 w - -
engine_4x.js,chasolver-positions,chasolver-positions:1054,--,w,BT,H,horizon,0,190,4k3/8/8/1p6/1P1p1p2/BP1P1Pp1/BPBPB1P1/Q1BB1BK1 w - -
engine_4x.js,chasolver-positions,chasolver-positions:1056,--,w,BT,H,horizon,0,208,4k3/8/8/1p6/1P1p1p2/1P1P1Pp1/BPBPB1P1/NBBB1BK1 w - -
engine_4x.js,chasolver-positions,chasolver-positions:1057,--,w,BT,H,horizon,0,195,4k3/8/8/8/1p1p1p2/1P1P1Pp1/BPBPB1P1/NBBB1BK1 w - -
engine_4x.js,chasolver-positions,chasolver-positions:1058,--,w,BT,H,horizon,0,195,4k3/8/8/8/1p1p1p2/1P1P1Pp1/BPBPB1P1/NB1B1BK1 w - -
engine_4x.js,chasolver-positions,chasolver-positions:1059,--,w,BT,H,horizon,0,195,4k3/8/8/8/1p1p1p2/1P1P1Pp1/B1BPB1P1/NB1B1BK1 w - -
engine_4x.js,chasolver-positions,chasolver-positions:1060,--,w,BT,H,horizon,0,195,4k3/8/8/8/1p1p1p2/1P1P1Pp1/B1B1B1P1/NB1B1BK1 w - -
engine_4x.js,chasolver-positions,chasolver-positions:1061,--,w,BT,H,horizon,0,195,4k3/8/8/8/1p1p1p2/1P1P1Pp1/B1B1B1P1/1B1B1BK1 w - -
engine_4x.js,chasolver-positions,chasolver-positions:1062,--,w,BT,H,horizon,0,198,4k3/8/8/8/1p1p1p1p/1P1P1P1P/B1B1B3/1B1B1BK1 w - -
engine_4x.js,chasolver-positions,chasolver-positions:1068,--,w,BT,H,horizon,0,133,2k5/8/8/1p6/1P1p1p2/BP1P1Pp1/1PBP2P1/RBBB2K1 w - -
engine_4x.js,chasolver-positions,chasolver-positions:1093,--,w,BT,H,horizon,0,138,4k3/8/8/8/1p6/1Pp1p1p1/2P1PpP1/1B1K1Bb1 w - -
engine_4x.js,chasolver-positions,chasolver-positions:1094,--,w,BT,H,horizon,0,154,4k3/8/1p6/pP6/Kp6/1Pp1p1p1/2P1PpP1/1B3Bb1 w - -
engine_4x.js,chasolver-positions,chasolver-positions:1095,--,w,BT,H,horizon,0,145,8/8/8/8/1p5k/1Pp1p1p1/2P1PpP1/1B1K1Bb1 w - -
engine_4x.js,chasolver-positions,chasolver-positions:1096,--,w,BT,H,horizon,0,149,8/8/8/8/1p1k4/1Pp1p1p1/2P1PpP1/1B1K1Bb1 w - -
engine_4x.js,chasolver-positions,chasolver-positions:1098,--,w,BT,H,horizon,0,148,8/8/8/8/1p4k1/1Pp1p1p1/2P1PpP1/1B1K1Bb1 w - -
engine_4x.js,chasolver-positions,chasolver-positions:1099,--,w,BT,H,horizon,0,206,1k6/1p6/1Pp5/n1P5/N1p5/1pP5/1P6/1K6 w - -
engine_4x.js,chasolver-positions,chasolver-positions:1101,--,w,BT,H,horizon,0,129,1k6/1p6/1Pp5/n1P5/N1p5/1pP5/1P6/1KB5 w - -
engine_4x.js,chasolver-positions,chasolver-positions:1102,--,w,BT,H,horizon,0,129,k7/1p6/1Pp5/n1P5/N1p2B2/1pP5/1P6/1K6 w - -
engine_4x.js,chasolver-positions,chasolver-positions:1103,--,w,BT,H,horizon,0,154,k7/1pK5/1Pp5/n1P5/N1p2B2/1pP5/1P6/8 w - -
engine_4x.js,chasolver-positions,chasolver-positions:1104,--,w,BT,H,horizon,0,184,k7/1pK5/1Pp5/n1P5/N1p5/1pP5/1P6/8 w - -
engine_4x.js,chasolver-positions,chasolver-positions:1105,--,w,BT,H,horizon,0,201,k7/1p6/1Pp5/n1P5/N1p5/1pP5/1P6/1K6 w - -
engine_4x.js,chasolver-positions,chasolver-positions:1106,--,w,BT,H,horizon,0,191,1k6/p1p5/P1Pp4/1n1P4/1N1p4/p1pP4/P1P5/1K6 w - -
engine_4x.js,chasolver-positions,chasolver-positions:1107,--,w,BT,H,horizon,0,186,1k6/1p1p4/pP1Pp3/P1n1P3/p1N1p3/Pp1pP3/1P1P4/1K6 w - -
engine_4x.js,chasolver-positions,chasolver-positions:1108,--,w,BT,H,horizon,0,191,1k6/2p1p3/1pP1Pp2/1P1n1P2/1p1N1p2/1Pp1pP2/2P1P3/1K6 w - -
engine_4x.js,chasolver-positions,chasolver-positions:1109,--,w,BT,H,horizon,0,184,1k6/2p1p3/1pP1Pp2/1P1n1P2/1p1N1p2/1Pp1pP2/2P1P3/3K4 w - -
engine_4x.js,chasolver-positions,chasolver-positions:1110,--,w,BT,H,horizon,0,137,4k3/3p1p2/2pP1Pp1/2P1n1P1/2p1N1p1/2Pp1pP1/3P1P2/4K3 w - -
engine_4x.js,chasolver-positions,chasolver-positions:1112,--,w,BT,H,horizon,0,129,4k3/2p1p3/2PbP3/2pBp3/2P1P3/8/8/4K3 w - -
engine_4x.js,chasolver-positions,chasolver-positions:1113,--,w,BT,H,horizon,0,134,4k3/p1p5/PbP5/pBp5/P1P5/8/8/4K3 w - -
engine_4x.js,chasolver-positions,chasolver-positions:1114,--,w,BT,H,horizon,0,164,k1K5/p1p5/PbP5/pBp5/P1P5/8/8/8 w - -
engine_4x.js,chasolver-positions,chasolver-positions:1121,--,w,BT,H,horizon,0,181,3k4/2p1p3/1pP1Pp2/1P1n1P2/1p1N1p2/1Pp1pP2/2P1P3/3K4 w - -
engine_4x.js,chasolver-positions,chasolver-positions:1122,--,w,BT,H,horizon,0,206,3k4/1p6/1Pp5/n1P5/N1p5/1pP5/1P6/3K4 w - -
engine_4x.js,chasolver-positions,chasolver-positions:1123,--,w,BT,H,horizon,0,215,8/1p6/pP6/P1p5/2p5/KpP5/1P6/1k6 w - -
engine_4x.js,chasolver-positions,chasolver-positions:1124,--,w,BT,H,horizon,0,215,8/8/p7/P1p5/2p5/KpP5/1P6/1k6 w - -
engine_4x.js,chasolver-positions,chasolver-positions:1125,--,w,BT,H,horizon,0,206,4k3/1p6/1Pp5/n1P5/N1p5/1pP5/1P6/4K3 w - -
engine_4x.js,chasolver-positions,chasolver-positions:1129,--,w,BT,H,horizon,0,196,k7/1p6/1Pp5/n1P5/N1p5/1pP5/1P6/K1B5 w - -
engine_4x.js,chasolver-positions,chasolver-positions:1130,--,w,BT,H,horizon,0,189,k7/1p6/1Pp5/n1P5/N1p5/1pPp4/1P1P4/K1B5 w - -
engine_4x.js,chasolver-positions,chasolver-positions:1131,--,w,BT,H,horizon,0,128,k7/1p6/1Pp5/n1P5/N1p5/1pP1B3/1P1B4/K7 w - -
engine_4x.js,chasolver-positions,chasolver-positions:1133,--,w,BT,H,horizon,0,215,k1b5/1p1p4/1PpP4/2Pp4/N1pP4/1pP5/1P6/K7 w - -
engine_4x.js,chasolver-positions,chasolver-positions:1134,--,w,BT,H,horizon,0,136,k1b5/1p1p4/1PpP4/2Pp4/N1pP4/1pP5/1P1B4/K7 w - -
engine_4x.js,chasolver-positions,chasolver-positions:1135,--,w,BT,H,horizon,0,130,k1b5/1p1p4/1PpP4/2Pp4/N1pP4/1pP1B3/1P1B4/K7 w - -
engine_4x.js,chasolver-positions,chasolver-positions:1136,--,w,BT,H,horizon,0,126,k1b5/1pBpB3/1PpP4/2Pp4/N1pP4/1pP5/1P6/K7 w - -
engine_4x.js,chasolver-positions,chasolver-positions:1137,--,w,BT,H,horizon,0,127,k1b5/1p1pB3/1PpP4/2PpB3/N1pP4/1pP5/1P6/K7 w - -
engine_4x.js,chasolver-positions,chasolver-positions:1146,--,w,BT,H,horizon,0,225,2b1kBBQ/3pPRPP/p1pP1PP1/P1P5/8/6K1/8/8 w - -
engine_4x.js,chasolver-positions,chasolver-positions:1147,--,w,BT,H,horizon,0,225,2b1kBRQ/3pPRPP/p1pP1PP1/P1P5/8/6K1/8/8 w - -
engine_4x.js,chasolver-positions,chasolver-positions:1148,--,w,BT,H,horizon,0,225,2b1kBQQ/3pPRPP/p1pP1PP1/P1P5/8/6K1/8/8 w - -
engine_4x.js,chasolver-positions,chasolver-positions:1150,--,w,BT,H,horizon,0,184,5kBN/4pPRP/4PpPP/5Pp1/5bP1/8/6K1/8 w - -
engine_4x.js,chasolver-positions,chasolver-positions:1152,W-,w,BT,H,horizon,0,220,rnb3b1/pk1p1p2/p1pP1Pp1/P1P3P1/R1P5/P7/8/4K3 w - -
engine_4x.js,chasolver-positions,chasolver-positions:1153,W-,w,BT,H,horizon,0,212,rnb3b1/pk1p1p2/p1pP1Pp1/P1P3P1/RKP5/P7/8/8 w - -
engine_4x.js,chasolver-positions,chasolver-positions:1154,--,w,BT,H,horizon,0,214,rnb3b1/pk1p1p2/p1pP1Pp1/P1P3P1/1KP5/P7/8/8 w - -
engine_4x.js,chasolver-positions,chasolver-positions:1155,W-,w,BT,H,horizon,0,205,rnb3b1/pk1p4/p1pPp1p1/P1P1P1P1/RKP5/P7/8/8 w - -
engine_4x.js,chasolver-positions,chasolver-positions:1157,W-,w,BT,H,horizon,0,187,rnb3b1/pk1p4/p1pPp1p1/P1P1P1P1/R1P2K2/P7/8/8 w - -
engine_4x.js,chasolver-positions,chasolver-positions:1165,--,w,BT,H,horizon,0,206,8/1p6/kPp5/2P5/1pP5/1P6/2K5/8 w - -
engine_4x.js,chasolver-positions,chasolver-positions:1166,--,w,BT,H,horizon,0,217,8/1p6/kPp5/2P5/p1P5/P7/2K5/8 w - -
engine_4x.js,chasolver-positions,chasolver-positions:1169,--,w,BT,H,horizon,0,140,NBb1N1N1/1pPpPpPp/1P1P1P1P/8/8/8/2k5/K7 w - -
engine_4x.js,chasolver-positions,chasolver-positions:1173,--,w,BT,H,horizon,0,172,NBb1N1k1/1pPpPpPp/1P1P1PbP/2K5/8/8/8/8 w - -
engine_4x.js,chasolver-positions,chasolver-positions:1174,--,w,BT,H,horizon,0,172,1Bb1N1k1/1pPpPpPp/1P1P1PbP/2K5/8/8/8/8 w - -
engine_4x.js,chasolver-positions,chasolver-positions:1176,--,w,BT,H,horizon,0,140,1Bb1N1k1/1pPpPpPp/1P1P1PbP/8/8/8/8/6K1 w - -
engine_4x.js,chasolver-positions,chasolver-positions:1211,--,w,BT,H,horizon,0,160,8/8/8/8/1p1b4/1Pp1p3/ppPpP3/krbK1B2 w - -
engine_4x.js,chasolver-positions,chasolver-positions:1213,--,w,BT,H,horizon,0,177,8/8/8/p1p5/P1Pb4/2p1p3/ppPpP3/krbK1B2 w - -
engine_4x.js,chasolver-positions,chasolver-positions:1218,--,w,BT,H,horizon,0,154,K1k5/PpPpB3/1P1P4/8/b7/8/8/8 w - -
engine_4x.js,chasolver-positions,chasolver-positions:1220,--,w,BT,H,horizon,0,161,K1k5/P1PpB3/2pP4/1pP5/bP6/8/8/8 w - -
engine_4x.js,chasolver-positions,chasolver-positions:1245,--,w,BT,H,horizon,0,187,k1b5/Pp6/1P6/8/8/1p6/pP6/K1B5 w - -
engine_4x.js,chasolver-positions,chasolver-positions:1246,--,w,BT,H,horizon,0,128,k1b5/Pp6/1P6/8/8/1p6/pP1B4/K1B5 w - -
engine_4x.js,chasolver-positions,chasolver-positions:1247,--,w,BT,H,horizon,0,128,k1b5/Pp1b4/1P6/8/8/1p6/pP1B4/K1B5 w - -
engine_4x.js,chasolver-positions,chasolver-positions:1248,--,w,BT,H,horizon,0,123,k1b5/Pp1b4/1P2b2B/5bB1/5Bb1/1p2B2b/pP1B4/K1B5 w - -
engine_4x.js,chasolver-positions,chasolver-positions:1249,--,w,BT,H,horizon,0,178,k1b1b1b1/Pp1b1b1b/1P6/8/8/1p6/pP1B1B1B/K1B1B1B1 w - -
engine_4x.js,chasolver-positions,chasolver-positions:1258,--,w,BT,H,horizon,0,229,8/8/1p5k/1P6/KP6/1P6/PP6/8 w - -
engine_4x.js,chasolver-positions,chasolver-positions:1267,--,w,BT,H,horizon,0,225,k7/8/p1p5/2P1p1p1/PpP1P1P1/1P1K4/8/8 w - -
engine_4x.js,chasolver-positions,chasolver-positions:1268,--,w,BT,H,horizon,0,223,k7/8/p1p2p2/2P2P1p/PpP4P/1P1K4/8/8 w - -
engine_4x.js,chasolver-positions,chasolver-positions:1270,--,w,BT,H,horizon,0,220,k7/8/p1p3p1/2P1p1Pp/PpP1Pp2/1P1K1p1P/5P2/8 w - -
